ALLAPOT|AR|EGESZ_SZOBAK|EMELET|FELSZOBAK|FUTES|KERT_TERULET|KERULET|KILATAS|KOMFORT|LIFT|PARKOLAS|SAVE_DATE|SZINTEK|TERULET|TETOTER|URL|UTCA|VAROSRESZ
|11.200000|1.000000|3|2.000000|házközponti egyedi méréssel||19|panorámás|összkomfortos|nincs|utcan|2013.05.28||54.000000|-1|http://ingatlan.com/xix-ker/elado+lakas/panel-lakas/budapest+19+kerulet+zrinyi+utca/20126268?sid=0&|Zrínyi utca|
felújított|9.500000|1.000000|0|0.000000|gáz (cirko)||7||összkomfortos|van|utcan|2013.05.28||35.000000|-1|http://ingatlan.com/vii-ker/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet/20109261?sid=0&||
jó állapotú|20.700000|3.000000|0|1.000000|gáz (konvektor)||6|utcai|összkomfortos|nincs|utcan|2013.05.28||90.000000|-1|http://ingatlan.com/terezvaros-nagykoruton-belul/elado+lakas/tegla-epitesu-lakas/budapest+6+kerulet+aradi+utca/20118715?sid=0&|Aradi utca|Terézváros - Nagykörúton belül
felújított|19.900000|2.000000|5|0.000000|gáz (cirko)||6|panorámás|összkomfortos|van|utcan|2013.05.28||63.000000|-1|http://ingatlan.com/terezvaros-nagykoruton-belul/elado+lakas/tegla-epitesu-lakas/budapest+6+kerulet+nagymezo+utca/20047395?sid=0&||
|15.800000|1.000000|3|2.000000|||8||összkomfortos|nincs|nincs|2013.05.29|6|69.000000|-1|http://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/budapest+8+kerulet+koris+utca/6987400?sid=0&|Kõris utca 25|
|30.240000|4.000000|0|0.000000|gáz (cirko)||4||összkomfortos|nincs|nincs|2013.05.29|3|155.000000|-1|http://ingatlan.com/ujpest/elado+lakas/tegla-epitesu-lakas/budapest+4+kerulet+erdosor+ut/6945802?sid=0&|Erdõsor út 30|Újpest
|10.720000|1.000000|1|2.000000|gáz (cirko)||17||összkomfortos|nincs|nincs|2013.05.29|2|60.000000|-1|http://ingatlan.com/xvii-ker/elado+lakas/tegla-epitesu-lakas/budapest+17+kerulet+fodormenta+utca/6947222?sid=0&|Fodormenta utca 23|
|6.640000|2.000000|2|0.000000|gáz (konvektor)||7||komfortos|nincs|nincs|2013.05.29|5|49.000000|-1|http://ingatlan.com/vii-ker/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+csengery+utca/6948491?sid=0&|Csengery utca 7|
felújított|7.700000|1.000000|7|0.000000|||14|panorámás|összkomfortos|van|utcan|2013.05.29|10|30.000000|-1|http://ingatlan.com/ors-vezer-teri-lakotelep/elado+lakas/panel-lakas/budapest+14+kerulet/7052333?sid=0&||Örs vezér téri lakótelep
|13.700000|2.000000|1|1.000000|gáz (cirko)||14||összkomfortos|nincs|nincs|2013.05.29|3|67.000000|-1|http://ingatlan.com/zuglo/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+gyarmat+utca/6946762?sid=0&|Gyarmat utca 45|Zugló
felújított|26.500000|2.000000|1|0.000000|gáz (cirko)||12|panorámás|összkomfortos|nincs|garazs|2013.05.29||62.000000|-1|http://ingatlan.com/nemetvolgy/elado+lakas/tegla-epitesu-lakas/budapest+12+kerulet/6749969?sid=0&||Németvölgy
|14.900000|1.000000|1|1.000000|gáz (cirko)||2||összkomfortos|nincs|kulteri|2013.06.15||36.000000|-1|http://ingatlan.com/szephalom-ii-a/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+bujdoso+koz/7174183?sid=0&|Bujdosó köz 3|Széphalom - II/A
|37.000000|3.000000|1|0.000000|gáz (cirko)||2||összkomfortos|nincs|kulteri|2013.06.15||85.000000|-1|http://ingatlan.com/szephalom-ii-a/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+bujdoso+koz/7186368?sid=0&|Bujdosó köz 3|Széphalom - II/A
|10.900000|1.000000|3|0.000000|gáz (konvektor)||14|||nincs|nincs|2013.06.15|3|32.000000|-1|http://ingatlan.com/alsorakos/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+szatmar+utca/20152352?sid=0&|Szatmár utca|Alsórákos
felújított|11.700000|2.000000|2|0.000000|gáz (konvektor)||7|utcai|összkomfortos|nincs|utcan|2013.06.15||63.000000|-1|http://ingatlan.com/vii-ker/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+istvan+utca/20161852?sid=0&|István utca|
közepes állapotú|5.200000|1.000000|1|0.000000|gáz (konvektor)||7|udvari|komfortos|nincs|utcan|2013.06.15|3|24.000000|-1|http://ingatlan.com/erzsebetvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+peterfy+sandor+utca/6632768?sid=0&|Péterfy Sándor utca|Erzsébetváros - Nagykörúton kívül
|28.000000|3.000000|0|0.000000|||3|||nincs|nincs|2013.06.15||85.000000|-1|http://ingatlan.com/bekasmegyer-ofalu/elado+lakas/tegla-epitesu-lakas/budapest+3+kerulet+obor+utca/20167833?sid=0&|Óbor utca 8|Békásmegyer-Ófalu
felújított|14.900000|2.000000|1|0.000000|gáz (konvektor)||7|udvari|összkomfortos|nincs|utcan|2013.06.15||52.000000|-1|http://ingatlan.com/vii-ker/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+dob+utca/20134499?sid=0&|Dob utca|
közepes állapotú|9.300000|1.000000|1|1.000000|gáz (konvektor)||11||összkomfortos|nincs|utcan|2013.06.15||39.000000|-1|http://ingatlan.com/gellerthegy-xi/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+serleg+utca/20140166?sid=0&|Serleg utca|Gellérthegy
|35.900000|2.000000|5|0.000000|házközponti egyedi méréssel||11|panorámás|összkomfortos|van|garazs|2013.06.15||60.000000|-1|http://ingatlan.com/nadorliget-lakopark/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+nadorliget+utca/20162361?sid=0&|Nádorliget utca|Nádorliget lakópark
felújított|22.900000|2.000000|1|1.000000|gáz (cirko)||6|utcai|összkomfortos|van|utcan|2013.06.15||79.000000|-1|http://ingatlan.com/terezvaros-nagykoruton-belul/elado+lakas/tegla-epitesu-lakas/budapest+6+kerulet+zichy+jeno+utca/20164813?sid=0&|Zichy Jenõ utca|Terézváros - Nagykörúton belül
jó állapotú|23.500000|3.000000|0|0.000000|gáz (cirko)||2||összkomfortos|nincs|kulteri|2013.06.15|2|70.000000|-1|http://ingatlan.com/ii-ker/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+tarogato+ut/6584030?sid=0&|Tárogató út|
felújítandó|21.000000|2.000000|4|1.000000|gáz (konvektor)||2|panorámás|összkomfortos|van|utcan|2013.06.15||62.000000|-1|http://ingatlan.com/huvosvolgy/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+szilagyi+erzsebet+fasor/20158403?sid=0&||
felújított|23.500000|2.000000|0|1.000000|gáz (cirko)||2||összkomfortos|nincs|kulteri|2013.06.15||70.000000|-1|http://ingatlan.com/kurucles/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+boloni+gyorgy+utca/20167198?sid=0&|Bölöni György utca|Kurucles
|19.740000|3.000000|0|0.000000|házközponti egyedi méréssel||8||összkomfortos|van|garazs|2013.06.15||72.000000|-1|http://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/budapest+8+kerulet+ciprus+utca/6490743?sid=0&|Ciprus utca|
|88.580000|3.000000|0|0.000000|gáz (cirko)||2||duplakomfortos|nincs|kulteri|2013.06.15||126.000000|-1|http://ingatlan.com/rozsadomb-ii/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+gardonyi+geza+ut/20149201?sid=0&|Gárdonyi Géza út 27|Rózsadomb
jó állapotú|26.800000|1.000000|1|2.000000|gáz (cirko)||2|panorámás|összkomfortos|nincs|garazs|2013.06.15||60.000000|-1|http://ingatlan.com/rozsadomb-ii/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet/20108013?sid=0&||Rózsadomb
|25.500000|2.000000|1|0.000000|gáz (cirko)||2|||nincs|nincs|2013.06.15|1|57.000000|-1|http://ingatlan.com/ii-ker/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+bimbo+ut/20095441?sid=0&|Bimbó út|
jó állapotú|12.900000|2.000000|1|2.000000|||11||összkomfortos|van|utcan|2013.06.15||70.000000|-1|http://ingatlan.com/albertfalva/elado+lakas/panel-lakas/budapest+11+kerulet+fegyvernek+utca/7185278?sid=0&|Fegyvernek utca|Albertfalva
|35.900000|3.000000|4|1.000000|házközponti egyedi méréssel||13|udvari|összkomfortos|van|garazs|2013.06.15||92.000000|-1|http://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+turoc+utca/20160396?sid=0&|Turóc utca|
|64.000000|2.000000|0|0.000000|házközponti egyedi méréssel||2||összkomfortos|nincs|nincs|2013.06.15||85.000000|-1|http://ingatlan.com/rozsadomb-ii/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+gardonyi+geza+ut/6120582?sid=0&|Gárdonyi Géza út 27|Rózsadomb
|99.000000|1.000000|1|1.000000|házközponti egyedi méréssel||2||összkomfortos|nincs|garazs|2013.06.15||130.000000|-1|http://ingatlan.com/rozsadomb-ii/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+gardonyi+geza+ut/5749500?sid=0&|Gárdonyi Géza út 33|Rózsadomb
|22.500000||3|0.000000|gáz (cirko)||6|udvari|összkomfortos|van|utcan|2013.06.15||81.000000|-1|http://ingatlan.com/terezvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+6+kerulet+podmaniczky+utca/20155406?sid=0&|Podmaniczky utca 33|Terézváros - Nagykörúton kívül
jó állapotú|42.000000|3.000000|3|1.000000|gáz (cirko)|||||van|utcan|2013.06.15||104.000000|-1|http://ingatlan.com/xii-ker/elado+lakas/tegla-epitesu-lakas/budapest+12+kerulet+boszormenyi+ut/20157824?sid=0&||
felújított|24.900000|2.000000|1|0.000000|gáz (cirko)||11|panorámás|összkomfortos|nincs|garazs|2013.06.15|4|58.000000|-1|http://ingatlan.com/sasad/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+nagyszalonta+koz/20121196?sid=0&|Nagyszalonta köz|Sasad
felújított|14.500000|2.000000|3|0.000000|gáz (cirko)||11|utcai|összkomfortos|nincs|utcan|2013.06.15||51.000000|1|http://ingatlan.com/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet/20127060?sid=0&||
|21.500000|2.000000|0|0.000000|házközponti egyedi méréssel||11||összkomfortos|nincs|nincs|2013.06.15||48.000000|-1|http://ingatlan.com/sasad/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+felso+hatarut/20135075?sid=0&|Felsõ határút|Sasad
felújított|12.400000|2.000000|4|0.000000|gáz (konvektor)||7||összkomfortos|van|nincs|2013.06.15||68.000000|-1|http://ingatlan.com/erzsebetvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+muranyi+utca/20151131?sid=0&|Murányi utca|Erzsébetváros - Nagykörúton kívül
|49.000000|1.000000|0|1.000000|gáz (cirko)||2||duplakomfortos|nincs|kulteri|2013.06.15|2|63.000000|-1|http://ingatlan.com/rozsadomb-ii/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+gardonyi+geza+ut/20132998?sid=0&|Gárdonyi Géza út|Rózsadomb
felújított|12.300000|1.000000|3|1.000000|gáz (konvektor)||5|||nincs|nincs|2013.06.15|4|46.000000|-1|http://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+vamhaz+korut/20171600?sid=0&|Vámház körút|
jó állapotú|13.900000|1.000000|3|1.000000|gáz (cirko)||11|panorámás|összkomfortos|nincs|utcan|2013.06.15||40.000000|-1|http://ingatlan.com/gellerthegy-xi/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+schweidel+utca/7094674?sid=0&|Schweidel utca|Gellérthegy
|11.200000|2.000000|7|0.000000|||11|panorámás|összkomfortos|nincs|utcan|2013.06.15|8|53.000000|-1|http://ingatlan.com/gazdagreti-lakotelep/elado+lakas/panel-lakas/budapest+11+kerulet+regos+koz/20135824?sid=0&|Regõs köz|Gazdagréti lakótelep
|16.200000|2.000000|1|0.000000|gáz (cirko)||13||összkomfortos|van|utcan|2013.06.15|4|46.000000|-1|http://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+futar+utca/20095149?sid=0&|Futár utca|
jó állapotú|25.000000|2.000000|3|0.000000|||6|panorámás|összkomfortos|van|utcan|2013.06.15||68.000000|-1|http://ingatlan.com/vi-ker/elado+lakas/tegla-epitesu-lakas/budapest+6+kerulet+bajcsy-zsilinszky+ut/7122273?sid=0&|Bajcsy-Zsilinszky út|
felújított|15.600000|1.000000|6|1.000000|gáz (cirko)||11|panorámás|összkomfortos|van|utcan|2013.06.15||38.000000|-1|http://ingatlan.com/lagymanyos/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+budafoki+ut/20169630?sid=0&|Budafoki út|Lágymányos
jó állapotú|13.890000|1.000000|4|1.000000|gáz (cirko)||11|panorámás|összkomfortos|nincs|utcan|2013.06.15||40.000000|-1|http://ingatlan.com/gellerthegy-xi/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+schweidel+utca/7097619?sid=0&|Schweidel utca|Gellérthegy
|24.500000|2.000000|4|0.000000|házközponti egyedi méréssel||13|panorámás|összkomfortos|van|garazs|2013.06.15|6|55.000000|-1|http://ingatlan.com/vizafogo/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+vizafogo+setany/7138374?sid=0&|Vizafogó sétány|Vizafogó
|20.000000|1.000000|0|1.000000|házközponti egyedi méréssel||6||összkomfortos|van|garazs|2013.06.15||45.000000|-1|http://ingatlan.com/terezvaros-nagykoruton-belul/elado+lakas/tegla-epitesu-lakas/budapest+6+kerulet+szekely+mihaly+utca/20160919?sid=0&|Székely Mihály utca|Terézváros - Nagykörúton belül
felújított|13.900000|1.000000|4|1.000000|gáz (cirko)||11|panorámás|összkomfortos|nincs|utcan|2013.06.15|4|40.000000|-1|http://ingatlan.com/gellerthegy-xi/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+schweidel+utca/7128237?sid=0&|Schweidel utca|Gellérthegy
felújított|16.400000|2.000000|3|0.000000|gáz (cirko)||7|utcai|összkomfortos|nincs|utcan|2013.06.15|3|72.000000|-1|http://ingatlan.com/erzsebetvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+wesselenyi+utca/6027264?sid=0&|Wesselényi utca 58|Erzsébetváros - Nagykörúton kívül
felújított|13.900000|1.000000|4|1.000000|gáz (cirko)||11|panorámás|összkomfortos|nincs|utcan|2013.06.15||39.000000|-1|http://ingatlan.com/gellerthegy-xi/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+schweidel+utca/7106204?sid=0&|Schweidel utca|Gellérthegy
|153.000000|4.000000|1|0.000000|egyéb|6500|2|panorámás|luxus|van|garazs|2013.06.15|3|155.000000|-1|http://ingatlan.com/ii-ker/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+felvinci+ut/20012230?sid=0&|Felvinci út 29-35|
közepes állapotú|14.300000|2.000000|5|0.000000|||11|utcai|összkomfortos|van|utcan|2013.06.15||60.000000|-1|http://ingatlan.com/muegyetem-kornyeke/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+budafoki+ut/7188778?sid=0&|Budafoki út|Mûegyetem környéke
felújított|25.500000|2.000000|1|1.000000|gáz (cirko)||6|utcai|duplakomfortos|van|nincs|2013.06.15|4|85.000000|-1|http://ingatlan.com/terezvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+6+kerulet+szinyei+merse+utca/20069355?sid=0&|Szinyei Merse utca|Terézváros - Nagykörúton kívül
jó állapotú|13.900000|1.000000|4|1.000000|gáz (konvektor)||11|panorámás|összkomfortos|nincs|utcan|2013.06.15|4|41.000000|-1|http://ingatlan.com/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+nandorfejervari+ut/20092549?sid=0&|Nándorfejérvári út|
|16.600000|1.000000|4|1.000000|gáz (cirko)||6|panorámás|összkomfortos|van|utcan|2013.06.15||52.000000|-1|http://ingatlan.com/terezvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+6+kerulet+bajcsy-zsilinszky+ut/20120660?sid=0&|Bajcsy-Zsilinszky út|Terézváros - Nagykörúton kívül
|15.900000|2.000000|0|0.000000|házközponti egyedi méréssel||13||összkomfortos|van|garazs|2013.06.15|6|48.000000|-1|http://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet/6958855?sid=0&||
jó állapotú|39.000000|1.000000|1|1.000000|||2||összkomfortos|nincs|utcan|2013.06.15||68.000000|-1|http://ingatlan.com/verhalom/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+verhalom+ter/20129740?sid=0&|Vérhalom tér|Vérhalom
|36.000000|2.000000|2|0.000000|gáz (cirko)||2||összkomfortos|nincs|garazs|2013.06.15||75.000000|-1|http://ingatlan.com/zoldmal/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+zoldkert+ut/20132182?sid=0&|Zöldkert út|Zöldmál
|10.900000|1.000000|3|0.000000|gáz (konvektor)||14||összkomfortos|nincs|kulteri|2013.06.15|3|32.000000|-1|http://ingatlan.com/alsorakos/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+szatmar+utca/20102023?sid=0&|Szatmár utca|Alsórákos
jó állapotú|13.900000|2.000000|0|0.000000|gáz (héra)||11||összkomfortos|nincs|utcan|2013.06.15||51.000000|-1|http://ingatlan.com/kelenvolgy/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+tornavar+utca/20084758?sid=0&|Tornavár utca|Kelenvölgy
felújított|26.500000|2.000000|5|1.000000|gáz (cirko)||11|panorámás|összkomfortos|van|utcan|2013.06.15|6|80.000000|-1|http://ingatlan.com/muegyetem-kornyeke/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet/20148443?sid=0&||
|15.900000|1.000000|0|0.000000|fan-coil||11|udvari|összkomfortos|van|utcan|2013.06.15||44.000000|-1|http://ingatlan.com/tovaros/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+kanai+ut/20150652?sid=0&|Kánai út|Tóváros
jó állapotú|20.200000|2.000000|2|0.000000|||11||összkomfortos|nincs|kulteri|2013.06.15|2|58.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+mohai+ut/20111726?sid=0&|Mohai út|Kelenföld
|15.900000|1.000000|1|1.000000|házközponti egyedi méréssel||11||összkomfortos|van|garazs|2013.06.15||44.000000|-1|http://ingatlan.com/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+kondorosi+ut/20111722?sid=0&|Kondorosi út|
felújítandó|15.500000|2.000000|0|0.000000|gáz (cirko)||11||összkomfortos|nincs|nincs|2013.06.15||47.000000|-1|http://ingatlan.com/szentimrevaros/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+villanyi+ut/20122549?sid=0&|Villányi út|Szentimreváros
|16.300000|2.000000|3|0.000000|||11|panorámás||nincs|nincs|2013.06.15|3|54.000000|-1|http://ingatlan.com/koerberek/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet/20130403?sid=0&||
jó állapotú|17.900000|2.000000|4|1.000000|gáz (konvektor)||11|panorámás|összkomfortos|nincs|utcan|2013.06.15||79.000000|-1|http://ingatlan.com/szentimrevaros/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+vinceller+utca/20122377?sid=0&|Vincellér utca|Szentimreváros
jó állapotú|21.900000|2.000000|3|0.000000|gáz (cirko)||11|panorámás|összkomfortos|nincs|utcan|2013.06.15||56.000000|-1|http://ingatlan.com/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet/20131660?sid=0&||
|22.800000|1.000000|0|1.000000|házközponti egyedi méréssel||11||összkomfortos|van|nincs|2013.06.15|4|52.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+sopron+ut/20132810?sid=0&|Sopron út|Kelenföld
|21.490000|1.000000|5|2.000000|házközponti egyedi méréssel||11||összkomfortos|van|utcan|2013.06.15||54.000000|-1|http://ingatlan.com/albertfalva/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+kondorosi+ut/20128413?sid=0&|Kondorosi út|Albertfalva
jó állapotú|24.990000|3.000000|0|1.000000|gáz (cirko)||11|utcai|duplakomfortos|van|utcan|2013.06.15||91.000000|-1|http://ingatlan.com/lagymanyos/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet/20077149?sid=0&||Lágymányos
jó állapotú|21.500000|1.000000|1|1.000000|házközponti egyedi méréssel||2|utcai|összkomfortos|van|nincs|2013.06.15|6|45.000000|-1|http://ingatlan.com/rezmal/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+lovohaz+utca/20142674?sid=0&|Lövõház utca|Rézmál
felújított|19.500000|1.000000|2|1.000000|||3|panorámás|összkomfortos|nincs|utcan|2013.06.15||48.000000|-1|http://ingatlan.com/matyashegy/elado+lakas/tegla-epitesu-lakas/budapest+3+kerulet+toboz+utca/20162699?sid=0&|Toboz utca|Mátyáshegy
jó állapotú|18.900000|2.000000|0|1.000000|gáz (konvektor)||3|panorámás|összkomfortos|nincs|kulteri|2013.06.15|3|74.000000|-1|http://ingatlan.com/szepvolgy-iii/elado+lakas/tegla-epitesu-lakas/budapest+3+kerulet+virag+benedek+utca/7070629?sid=0&|Virág Benedek utca|Szépvölgy
jó állapotú|16.990000|1.000000|2|1.000000|gáz (konvektor)||12||összkomfortos|nincs|utcan|2013.06.15||52.000000|-1|http://ingatlan.com/viranyos/elado+lakas/tegla-epitesu-lakas/budapest+12+kerulet+zalai+ut/20132188?sid=0&|Zalai út|Virányos
felújított|11.900000|2.000000|0|0.000000|||13||összkomfortos|nincs|utcan|2013.06.15||53.000000|-1|http://ingatlan.com/angyalfold/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+tomori+koz/20120579?sid=0&|Tomori köz|Angyalföld
felújított|22.900000|4.000000|2|0.000000|gáz (cirko)||14|utcai|összkomfortos|van|kulteri|2013.06.15||100.000000|-1|http://ingatlan.com/zuglo/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet/20165195?sid=0&||Zugló
közepes állapotú|14.900000|2.000000|5|0.000000|||11|panorámás|összkomfortos|van|utcan|2013.06.15|5|54.000000|-1|http://ingatlan.com/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+bolcso+utca/20129970?sid=0&|Bölcsõ utca|
jó állapotú|15.400000|1.000000|4|1.000000|||12|panorámás|összkomfortos|van|utcan|2013.06.15||46.000000|-1|http://ingatlan.com/nemetvolgy/elado+lakas/tegla-epitesu-lakas/budapest+12+kerulet+nemetvolgyi+ut/6612407?sid=0&|Németvölgyi út|Németvölgy
felújított|12.500000|1.000000|3|0.000000|gáz (konvektor)||13|udvari|összkomfortos|nincs|utcan|2013.06.15||31.000000|-1|http://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+hegedus+gyula+utca/20110213?sid=0&|Hegedûs Gyula utca|
felújított|20.000000|3.000000|3|0.000000|gáz (cirko)||14|panorámás|összkomfortos|nincs|garazs|2013.06.15||110.000000|-1|http://ingatlan.com/xiv-ker/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+istvanffy+utca/20109286?sid=0&|Istvánffy utca|
felújított|10.900000|2.000000|0|0.000000|házközponti egyedi méréssel||11|utcai|összkomfortos|van|utcan|2013.06.15||51.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/panel-lakas/budapest+11+kerulet+etele+ut/7069155?sid=0&|Etele út|Kelenföld
|31.000000|3.000000|0|0.000000|házközponti egyedi méréssel||9||duplakomfortos|van|garazs|2013.06.15||83.000000|-1|http://ingatlan.com/rehabilitacios-terulet-ix/elado+lakas/tegla-epitesu-lakas/budapest+9+kerulet+viola+utca/20139613?sid=0&|Viola utca|Rehabilitációs terület
felújított|33.990000|6.000000|4|0.000000|gáz (cirko)||16|udvari|duplakomfortos|nincs|kulteri|2013.06.15||153.000000|-1|http://ingatlan.com/matyasfold/elado+lakas/tegla-epitesu-lakas/budapest+16+kerulet/20164641?sid=0&||Mátyásföld
közepes állapotú|9.800000|1.000000|1|0.000000|||3|utcai|összkomfortos|van|utcan|2013.06.15||30.000000|-1|http://ingatlan.com/obuda/elado+lakas/tegla-epitesu-lakas/budapest+3+kerulet+kolosy+ter/20162752?sid=0&|Kolosy tér|Óbuda
jó állapotú|13.900000|1.000000|3|3.000000|||13|utcai|összkomfortos|nincs|utcan|2013.06.15|4|72.000000|-1|http://ingatlan.com/angyalfold/elado+lakas/panel-lakas/budapest+13+kerulet+reitter+ferenc+utca/20169115?sid=0&|Reitter Ferenc utca|Angyalföld
|19.800000|1.000000|1|2.000000|házközponti egyedi méréssel||11||összkomfortos|van|garazs|2013.06.15||46.000000|-1|http://ingatlan.com/gazdagret/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet/20157884?sid=0&||Gazdagrét
felújított|29.000000|5.000000|0|0.000000|házközponti egyedi méréssel||9|utcai|duplakomfortos|van|utcan|2013.06.15||136.000000|-1|http://ingatlan.com/ferencvaros/elado+lakas/tegla-epitesu-lakas/budapest+9+kerulet+bokreta+utca/20169350?sid=0&|Bokréta utca 3|Ferencváros
felújított|10.600000|1.000000|3|1.000000|gáz (konvektor)||14|utcai|összkomfortos|nincs|utcan|2013.06.15||39.000000|-1|http://ingatlan.com/xiv-ker/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+banki+donat+utca/20031919?sid=0&|Bánki Donát utca|
felújított|20.900000|3.000000|0|0.000000|gáz (cirko)||6|udvari|összkomfortos|nincs|kulteri|2013.06.15||78.000000|-1|http://ingatlan.com/diplomatanegyed/elado+lakas/tegla-epitesu-lakas/budapest+6+kerulet+felso+erdosor/20167407?sid=0&|Felsõ erdõsor|Diplomatanegyed
|14.700000|1.000000|1|2.000000|gáz (cirko)||13||összkomfortos|nincs|utcan|2013.06.15||51.000000|-1|http://ingatlan.com/angyalfold-kertvaros/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+ovezet+utca/6654983?sid=0&|Övezet utca|Angyalföld-Kertváros
felújított|8.500000|1.000000|0|0.000000|gáz (konvektor)||9|udvari|összkomfortos|nincs|utcan|2013.06.15|4|30.000000|-1|http://ingatlan.com/ix-ker/elado+lakas/tegla-epitesu-lakas/budapest+9+kerulet+raday+utca/6932446?sid=0&|Ráday utca 7|
jó állapotú|14.000000|3.000000|0|0.000000|gáz (cirko)||13|utcai|összkomfortos|nincs|kulteri|2013.06.15||75.000000|-1|http://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+kis+gomb+utca/20084715?sid=0&|Kis Gömb utca 6/1|
felújított|13.200000|1.000000|3|2.000000|gáz (cirko)||14||összkomfortos|nincs|utcan|2013.06.15||53.000000|-1|http://ingatlan.com/xiv-ker/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+ormos+utca/20134370?sid=0&|Ormos utca 19|
|17.990000|2.000000|0|0.000000|házközponti egyedi méréssel|60|11||összkomfortos|van|utcan|2013.06.15||42.000000|-1|http://ingatlan.com/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+beregszasz+ut/7080637?sid=0&|Beregszász út|
